cost_function, budget_percentage, budget, algorithm, original_seed_count, surviving_seed_count, removed_seed_count, seed_cost, baseline_influenced_nodes, node_removal_percentage, repetition, removed_nodes, remaining_nodes, perturbed_influenced_nodes, remaining_network_influence_percentage, delta_influence, retention_percentage, perturbed_rounds
Degree       ,               1.0,    892, CSG-f2   ,                 209,                  186,                 23,       888,                       211,                    10.0,         15,           403,            3636,                        188,                     5.17051705170517  , -23            ,   89.0995260663507  ,                1
Degree       ,               1.0,    892, CGG      ,                 442,                  391,                 51,       891,                       555,                    10.0,         15,           403,            3636,                        462,                    12.706270627062707 , -93            ,   83.24324324324324 ,                3
Degree       ,               2.0,   1784, CSG-f1   ,                 177,                  162,                 15,      1766,                       368,                    10.0,         15,           403,            3636,                        329,                     9.048404840484048 , -39            ,   89.40217391304348 ,                5
Degree       ,               2.0,   1784, CSG-f2   ,                 261,                  235,                 26,      1781,                       264,                    10.0,         15,           403,            3636,                        239,                     6.5731573157315735, -25            ,   90.53030303030303 ,                1
Degree       ,               2.0,   1784, CGG      ,                 668,                  592,                 76,      1783,                       899,                    10.0,         15,           403,            3636,                        712,                    19.58195819581958  , -187           ,   79.19911012235818 ,                4
Degree       ,               5.0,   4462, CSG-f1   ,                 287,                  263,                 24,      4462,                       480,                    10.0,         15,           403,            3636,                        432,                    11.881188118811881 , -48            ,   90.0              ,                5
Degree       ,               5.0,   4462, CSG-f2   ,                 408,                  367,                 41,      4426,                       412,                    10.0,         15,           403,            3636,                        370,                    10.176017601760176 , -42            ,   89.80582524271846 ,                1
Degree       ,               5.0,   4462, CGG      ,                1100,                  978,                122,      4456,                      1411,                    10.0,         15,           403,            3636,                       1183,                    32.53575357535753  , -228           ,   83.84124734231042 ,                7
Degree       ,              10.0,   8924, CSG-f1   ,                 448,                  408,                 40,      8910,                       650,                    10.0,         15,           403,            3636,                        588,                    16.17161716171617  , -62            ,   90.46153846153845 ,                5
Degree       ,              10.0,   8924, CSG-f2   ,                 613,                  550,                 63,      8915,                       617,                    10.0,         15,           403,            3636,                        553,                    15.20902090209021  , -64            ,   89.62722852512157 ,                1
Degree       ,              10.0,   8924, CGG      ,                1539,                 1365,                174,      8919,                      2405,                    10.0,         15,           403,            3636,                       1851,                    50.9075907590759   , -554           ,   76.96465696465697 ,               13
Degree       ,              20.0,  17848, CSG-f1   ,                 849,                  769,                 80,     17836,                      1853,                    10.0,         15,           403,            3636,                       1674,                    46.03960396039604  , -179           ,   90.33998920669185 ,                9
Degree       ,              20.0,  17848, CSG-f2   ,                1075,                  971,                104,     17802,                      1081,                    10.0,         15,           403,            3636,                        976,                    26.842684268426844 , -105           ,   90.2867715078631  ,                1
Degree       ,              20.0,  17848, CGG      ,                1982,                 1771,                211,     17817,                      3467,                    10.0,         15,           403,            3636,                       2811,                    77.3102310231023   , -656           ,   81.07874242861264 ,               35
Random       ,               1.0,    220, CSG-f1   ,                 146,                  128,                 18,       220,                       293,                    10.0,         16,           403,            3636,                        259,                     7.123212321232124 , -34            ,   88.39590443686008 ,                6
Random       ,               1.0,    220, CSG-f2   ,                 140,                  122,                 18,       219,                       224,                    10.0,         16,           403,            3636,                        175,                     4.812981298129813 , -49            ,   78.125            ,                2
Random       ,               1.0,    220, CGG      ,                 120,                  106,                 14,       220,                       588,                    10.0,         16,           403,            3636,                        414,                    11.386138613861387 , -174           ,   70.40816326530613 ,                8
Random       ,               2.0,    440, CSG-f1   ,                 252,                  221,                 31,       440,                       409,                    10.0,         16,           403,            3636,                        355,                     9.763476347634764 , -54            ,   86.79706601466992 ,                6
Random       ,               2.0,    440, CSG-f2   ,                 244,                  216,                 28,       438,                       366,                    10.0,         16,           403,            3636,                        317,                     8.718371837183717 , -49            ,   86.6120218579235  ,                6
Random       ,               2.0,    440, CGG      ,                 285,                  245,                 40,       440,                       882,                    10.0,         16,           403,            3636,                        617,                    16.96919691969197  , -265           ,   69.95464852607711 ,                8
Random       ,               5.0,   1100, CSG-f1   ,                 487,                  432,                 55,      1099,                      1354,                    10.0,         16,           403,            3636,                       1000,                    27.502750275027505 , -354           ,   73.85524372230428 ,               12
Random       ,               5.0,   1100, CSG-f2   ,                 533,                  470,                 63,      1099,                      1553,                    10.0,         16,           403,            3636,                        916,                    25.192519251925194 , -637           ,   58.98261429491307 ,               20
Random       ,               5.0,   1100, CGG      ,                 619,                  551,                 68,      1099,                      2519,                    10.0,         16,           403,            3636,                       1733,                    47.66226622662266  , -786           ,   68.79714172290592 ,               42
Random       ,              10.0,   2201, CSG-f1   ,                 869,                  771,                 98,      2196,                      2883,                    10.0,         16,           403,            3636,                       2604,                    71.61716171617162  , -279           ,   90.32258064516128 ,               17
Random       ,              10.0,   2201, CSG-f2   ,                 979,                  868,                111,      2201,                      3095,                    10.0,         16,           403,            3636,                       2669,                    73.4048404840484   , -426           ,   86.23586429725364 ,               17
Random       ,              10.0,   2201, CGG      ,                 926,                  829,                 97,      2011,                      4039,                    10.0,         16,           403,            3636,                       2351,                    64.65896589658966  , -1688          ,   58.20747709829166 ,               37
Random       ,              20.0,   4402, CSG-f1   ,                1495,                 1347,                148,      4399,                      4012,                    10.0,         16,           403,            3636,                       3566,                    98.07480748074808  , -446           ,   88.88334995014955 ,                5
Random       ,              20.0,   4402, CSG-f2   ,                1620,                 1457,                163,      4399,                      3963,                    10.0,         16,           403,            3636,                       3519,                    96.78217821782178  , -444           ,   88.79636638909916 ,                5
Random       ,              20.0,   4402, CGG      ,                 926,                  829,                 97,      2011,                      4039,                    10.0,         16,           403,            3636,                       2351,                    64.65896589658966  , -1688          ,   58.20747709829166 ,               37
Degree       ,               1.0,    892, CSG-f1   ,                 117,                  102,                 15,       888,                       158,                    10.0,         16,           403,            3636,                        302,                     8.305830583058306 , 144            ,  191.13924050632912 ,               12
Degree       ,               1.0,    892, CSG-f2   ,                 209,                  191,                 18,       888,                       211,                    10.0,         16,           403,            3636,                        211,                     5.803080308030803 , 0              ,  100.0              ,                3
Degree       ,               1.0,    892, CGG      ,                 442,                  402,                 40,       891,                       555,                    10.0,         16,           403,            3636,                        497,                    13.668866886688669 , -58            ,   89.54954954954954 ,                9
Degree       ,               2.0,   1784, CSG-f1   ,                 177,                  158,                 19,      1766,                       368,                    10.0,         16,           403,            3636,                        335,                     9.213421342134213 , -33            ,   91.03260869565217 ,                5
Degree       ,               2.0,   1784, CSG-f2   ,                 261,                  238,                 23,      1781,                       264,                    10.0,         16,           403,            3636,                        264,                     7.2607260726072615, 0              ,  100.0              ,                3
Degree       ,               2.0,   1784, CGG      ,                 668,                  608,                 60,      1783,                       899,                    10.0,         16,           403,            3636,                        786,                    21.61716171617162  , -113           ,   87.43047830923248 ,                9
Degree       ,               5.0,   4462, CSG-f1   ,                 287,                  255,                 32,      4462,                       480,                    10.0,         16,           403,            3636,                        440,                    12.101210121012102 , -40            ,   91.66666666666666 ,                5
Degree       ,               5.0,   4462, CSG-f2   ,                 408,                  371,                 37,      4426,                       412,                    10.0,         16,           403,            3636,                        382,                    10.506050605060507 , -30            ,   92.71844660194175 ,                3
Degree       ,               5.0,   4462, CGG      ,                1100,                  998,                102,      4456,                      1411,                    10.0,         16,           403,            3636,                       1221,                    33.58085808580858  , -190           ,   86.53437278525868 ,                9
Degree       ,              10.0,   8924, CSG-f1   ,                 448,                  396,                 52,      8910,                       650,                    10.0,         16,           403,            3636,                        587,                    16.144114411441144 , -63            ,   90.3076923076923  ,                5
Degree       ,              10.0,   8924, CSG-f2   ,                 613,                  553,                 60,      8915,                       617,                    10.0,         16,           403,            3636,                        567,                    15.594059405940595 , -50            ,   91.89627228525121 ,                3
Degree       ,              10.0,   8924, CGG      ,                1539,                 1401,                138,      8919,                      2405,                    10.0,         16,           403,            3636,                       1850,                    50.88008800880088  , -555           ,   76.92307692307693 ,               14
Degree       ,              20.0,  17848, CSG-f1   ,                 849,                  758,                 91,     17836,                      1853,                    10.0,         16,           403,            3636,                       1658,                    45.5995599559956   , -195           ,   89.47652455477603 ,               10
Degree       ,              20.0,  17848, CSG-f2   ,                1075,                  967,                108,     17802,                      1081,                    10.0,         16,           403,            3636,                        985,                    27.09020902090209  , -96            ,   91.11933395004625 ,                4
Degree       ,              20.0,  17848, CGG      ,                1982,                 1796,                186,     17817,                      3467,                    10.0,         16,           403,            3636,                       2575,                    70.81958195819583  , -892           ,   74.27170464378425 ,               18
Random       ,               1.0,    220, CSG-f1   ,                 146,                  129,                 17,       220,                       293,                    10.0,         17,           403,            3636,                        246,                     6.765676567656766 , -47            ,   83.95904436860067 ,                4
Random       ,               1.0,    220, CSG-f2   ,                 140,                  123,                 17,       219,                       224,                    10.0,         17,           403,            3636,                        188,                     5.17051705170517  , -36            ,   83.92857142857143 ,                2
Random       ,               1.0,    220, CGG      ,                 120,                  110,                 10,       220,                       588,                    10.0,         17,           403,            3636,                        433,                    11.908690869086909 , -155           ,   73.63945578231292 ,                9
Random       ,               2.0,    440, CSG-f1   ,                 252,                  226,                 26,       440,                       409,                    10.0,         17,           403,            3636,                        357,                     9.818481848184819 , -52            ,   87.28606356968214 ,                4
Random       ,               2.0,    440, CSG-f2   ,                 244,                  216,                 28,       438,                       366,                    10.0,         17,           403,            3636,                        308,                     8.47084708470847  , -58            ,   84.15300546448088 ,                2
Random       ,               2.0,    440, CGG      ,                 285,                  264,                 21,       440,                       882,                    10.0,         17,           403,            3636,                        661,                    18.17931793179318  , -221           ,   74.94331065759637 ,                9
Random       ,               5.0,   1100, CSG-f1   ,                 487,                  433,                 54,      1099,                      1354,                    10.0,         17,           403,            3636,                        975,                    26.815181518151814 , -379           ,   72.00886262924668 ,               10
Random       ,               5.0,   1100, CSG-f2   ,                 533,                  477,                 56,      1099,                      1553,                    10.0,         17,           403,            3636,                        900,                    24.752475247524753 , -653           ,   57.95235028976175 ,               12
Random       ,               5.0,   1100, CGG      ,                 619,                  571,                 48,      1099,                      2519,                    10.0,         17,           403,            3636,                       1428,                    39.273927392739274 , -1091          ,   56.689162366018266,               20
Random       ,              10.0,   2201, CSG-f1   ,                 869,                  785,                 84,      2196,                      2883,                    10.0,         17,           403,            3636,                       2730,                    75.08250825082509  , -153           ,   94.69302809573361 ,               16
Random       ,              10.0,   2201, CSG-f2   ,                 979,                  884,                 95,      2201,                      3095,                    10.0,         17,           403,            3636,                       2771,                    76.21012101210121  , -324           ,   89.53150242326333 ,               15
Random       ,              10.0,   2201, CGG      ,                 926,                  841,                 85,      2011,                      4039,                    10.0,         17,           403,            3636,                       2060,                    56.65566556655666  , -1979          ,   51.002723446397624,               28
Random       ,              20.0,   4402, CSG-f1   ,                1495,                 1356,                139,      4399,                      4012,                    10.0,         17,           403,            3636,                       3579,                    98.43234323432343  , -433           ,   89.20737786640079 ,                5
Random       ,              20.0,   4402, CSG-f2   ,                1620,                 1461,                159,      4399,                      3963,                    10.0,         17,           403,            3636,                       3527,                    97.002200220022    , -436           ,   88.99823366136765 ,                5
Random       ,              20.0,   4402, CGG      ,                 926,                  841,                 85,      2011,                      4039,                    10.0,         17,           403,            3636,                       2060,                    56.65566556655666  , -1979          ,   51.002723446397624,               28
Degree       ,               1.0,    892, CSG-f1   ,                 117,                  106,                 11,       888,                       158,                    10.0,         17,           403,            3636,                        161,                     4.427942794279428 , 3              ,  101.8987341772152  ,                7
Degree       ,               1.0,    892, CSG-f2   ,                 209,                  194,                 15,       888,                       211,                    10.0,         17,           403,            3636,                        201,                     5.528052805280528 , -10            ,   95.260663507109   ,                2
Degree       ,               1.0,    892, CGG      ,                 442,                  396,                 46,       891,                       555,                    10.0,         17,           403,            3636,                        492,                    13.531353135313532 , -63            ,   88.64864864864866 ,               15
Degree       ,               2.0,   1784, CSG-f1   ,                 177,                  162,                 15,      1766,                       368,                    10.0,         17,           403,            3636,                        350,                     9.625962596259626 , -18            ,   95.1086956521739  ,                5
Degree       ,               2.0,   1784, CSG-f2   ,                 261,                  238,                 23,      1781,                       264,                    10.0,         17,           403,            3636,                        246,                     6.765676567656766 , -18            ,   93.18181818181817 ,                2
Degree       ,               2.0,   1784, CGG      ,                 668,                  596,                 72,      1783,                       899,                    10.0,         17,           403,            3636,                        759,                    20.874587458745875 , -140           ,   84.42714126807564 ,               15
Degree       ,               5.0,   4462, CSG-f1   ,                 287,                  258,                 29,      4462,                       480,                    10.0,         17,           403,            3636,                        464,                    12.761276127612762 , -16            ,   96.66666666666667 ,                5
Degree       ,               5.0,   4462, CSG-f2   ,                 408,                  370,                 38,      4426,                       412,                    10.0,         17,           403,            3636,                        376,                    10.34103410341034  , -36            ,   91.2621359223301  ,                2
Degree       ,               5.0,   4462, CGG      ,                1100,                  997,                103,      4456,                      1411,                    10.0,         17,           403,            3636,                       1250,                    34.378437843784376 , -161           ,   88.5896527285613  ,               15
Degree       ,              10.0,   8924, CSG-f1   ,                 448,                  399,                 49,      8910,                       650,                    10.0,         17,           403,            3636,                        611,                    16.804180418041803 , -39            ,   94.0              ,                5
Degree       ,              10.0,   8924, CSG-f2   ,                 613,                  557,                 56,      8915,                       617,                    10.0,         17,           403,            3636,                        565,                    15.53905390539054  , -52            ,   91.57212317666126 ,                2
Degree       ,              10.0,   8924, CGG      ,                1539,                 1393,                146,      8919,                      2405,                    10.0,         17,           403,            3636,                       1861,                    51.182618261826185 , -544           ,   77.38045738045739 ,               15
Degree       ,              20.0,  17848, CSG-f1   ,                 849,                  764,                 85,     17836,                      1853,                    10.0,         17,           403,            3636,                       1671,                    45.95709570957096  , -182           ,   90.17808958445764 ,                8
Degree       ,              20.0,  17848, CSG-f2   ,                1075,                  963,                112,     17802,                      1081,                    10.0,         17,           403,            3636,                        977,                    26.87018701870187  , -104           ,   90.37927844588344 ,                2
Degree       ,              20.0,  17848, CGG      ,                1982,                 1774,                208,     17817,                      3467,                    10.0,         17,           403,            3636,                       2570,                    70.68206820682067  , -897           ,   74.12748774156331 ,               26
Random       ,               1.0,    220, CSG-f1   ,                 146,                  129,                 17,       220,                       293,                    10.0,         18,           403,            3636,                        292,                     8.030803080308031 , -1             ,   99.65870307167235 ,                4
Random       ,               1.0,    220, CSG-f2   ,                 140,                  125,                 15,       219,                       224,                    10.0,         18,           403,            3636,                        217,                     5.968096809680968 , -7             ,   96.875            ,                4
Random       ,               1.0,    220, CGG      ,                 120,                  105,                 15,       220,                       588,                    10.0,         18,           403,            3636,                        515,                    14.163916391639164 , -73            ,   87.58503401360545 ,               11
Random       ,               2.0,    440, CSG-f1   ,                 252,                  225,                 27,       440,                       409,                    10.0,         18,           403,            3636,                        398,                    10.946094609460946 , -11            ,   97.31051344743277 ,                4
Random       ,               2.0,    440, CSG-f2   ,                 244,                  217,                 27,       438,                       366,                    10.0,         18,           403,            3636,                        358,                     9.845984598459847 , -8             ,   97.81420765027322 ,                4
Random       ,               2.0,    440, CGG      ,                 285,                  252,                 33,       440,                       882,                    10.0,         18,           403,            3636,                        727,                    19.994499449944993 , -155           ,   82.42630385487529 ,               11
Random       ,               5.0,   1100, CSG-f1   ,                 487,                  436,                 51,      1099,                      1354,                    10.0,         18,           403,            3636,                       1198,                    32.94829482948295  , -156           ,   88.47858197932054 ,               10
Random       ,               5.0,   1100, CSG-f2   ,                 533,                  473,                 60,      1099,                      1553,                    10.0,         18,           403,            3636,                       1249,                    34.35093509350935  , -304           ,   80.42498390212492 ,               18
Random       ,               5.0,   1100, CGG      ,                 619,                  552,                 67,      1099,                      2519,                    10.0,         18,           403,            3636,                       1396,                    38.39383938393839  , -1123          ,   55.41881699086939 ,               15
Random       ,              10.0,   2201, CSG-f1   ,                 869,                  778,                 91,      2196,                      2883,                    10.0,         18,           403,            3636,                       2546,                    70.02200220022003  , -337           ,   88.31078737426293 ,               15
Random       ,              10.0,   2201, CSG-f2   ,                 979,                  880,                 99,      2201,                      3095,                    10.0,         18,           403,            3636,                       2670,                    73.43234323432343  , -425           ,   86.26817447495961 ,               17
Random       ,              10.0,   2201, CGG      ,                 926,                  831,                 95,      2011,                      4039,                    10.0,         18,           403,            3636,                       2398,                    65.95159515951595  , -1641          ,   59.37113146818519 ,               31
Random       ,              20.0,   4402, CSG-f1   ,                1495,                 1345,                150,      4399,                      4012,                    10.0,         18,           403,            3636,                       3601,                    99.03740374037405  , -411           ,   89.75573280159522 ,                4
Random       ,              20.0,   4402, CSG-f2   ,                1620,                 1462,                158,      4399,                      3963,                    10.0,         18,           403,            3636,                       3541,                    97.38723872387239  , -422           ,   89.3515013878375  ,                5
Random       ,              20.0,   4402, CGG      ,                 926,                  831,                 95,      2011,                      4039,                    10.0,         18,           403,            3636,                       2398,                    65.95159515951595  , -1641          ,   59.37113146818519 ,               31
Degree       ,               1.0,    892, CSG-f1   ,                 117,                  110,                  7,       888,                       158,                    10.0,         18,           403,            3636,                        155,                     4.262926292629262 , -3             ,   98.10126582278481 ,                6
Degree       ,               1.0,    892, CSG-f2   ,                 209,                  188,                 21,       888,                       211,                    10.0,         18,           403,            3636,                        191,                     5.253025302530253 , -20            ,   90.52132701421802 ,                1
Degree       ,               1.0,    892, CGG      ,                 442,                  399,                 43,       891,                       555,                    10.0,         18,           403,            3636,                        472,                    12.981298129812982 , -83            ,   85.04504504504504 ,                8
Degree       ,               2.0,   1784, CSG-f1   ,                 177,                  161,                 16,      1766,                       368,                    10.0,         18,           403,            3636,                        339,                     9.323432343234323 , -29            ,   92.11956521739131 ,                6
Degree       ,               2.0,   1784, CSG-f2   ,                 261,                  235,                 26,      1781,                       264,                    10.0,         18,           403,            3636,                        239,                     6.5731573157315735, -25            ,   90.53030303030303 ,                1
Degree       ,               2.0,   1784, CGG      ,                 668,                  603,                 65,      1783,                       899,                    10.0,         18,           403,            3636,                        756,                    20.792079207920793 , -143           ,   84.09343715239154 ,                9
Degree       ,               5.0,   4462, CSG-f1   ,                 287,                  263,                 24,      4462,                       480,                    10.0,         18,           403,            3636,                        443,                    12.183718371837184 , -37            ,   92.29166666666667 ,                6
Degree       ,               5.0,   4462, CSG-f2   ,                 408,                  370,                 38,      4426,                       412,                    10.0,         18,           403,            3636,                        375,                    10.313531353135314 , -37            ,   91.01941747572816 ,                2
Degree       ,               5.0,   4462, CGG      ,                1100,                 1002,                 98,      4456,                      1411,                    10.0,         18,           403,            3636,                       1223,                    33.63586358635864  , -188           ,   86.67611622962438 ,                8
Degree       ,              10.0,   8924, CSG-f1   ,                 448,                  408,                 40,      8910,                       650,                    10.0,         18,           403,            3636,                        597,                    16.419141914191417 , -53            ,   91.84615384615384 ,                6
Degree       ,              10.0,   8924, CSG-f2   ,                 613,                  557,                 56,      8915,                       617,                    10.0,         18,           403,            3636,                        562,                    15.456545654565456 , -55            ,   91.08589951377634 ,                2
Degree       ,              10.0,   8924, CGG      ,                1539,                 1401,                138,      8919,                      2405,                    10.0,         18,           403,            3636,                       1861,                    51.182618261826185 , -544           ,   77.38045738045739 ,                9
Degree       ,              20.0,  17848, CSG-f1   ,                 849,                  766,                 83,     17836,                      1853,                    10.0,         18,           403,            3636,                       1684,                    46.31463146314631  , -169           ,   90.87965461413924 ,                7
Degree       ,              20.0,  17848, CSG-f2   ,                1075,                  970,                105,     17802,                      1081,                    10.0,         18,           403,            3636,                        979,                    26.925192519251922 , -102           ,   90.56429232192414 ,                2
Degree       ,              20.0,  17848, CGG      ,                1982,                 1781,                201,     17817,                      3467,                    10.0,         18,           403,            3636,                       2828,                    77.77777777777779  , -639           ,   81.56907989616383 ,               23
Random       ,               1.0,    220, CSG-f1   ,                 146,                  133,                 13,       220,                       293,                    10.0,         19,           403,            3636,                        264,                     7.2607260726072615, -29            ,   90.10238907849829 ,                3
Random       ,               1.0,    220, CSG-f2   ,                 140,                  128,                 12,       219,                       224,                    10.0,         19,           403,            3636,                        205,                     5.638063806380638 , -19            ,   91.51785714285714 ,                2
Random       ,               1.0,    220, CGG      ,                 120,                  107,                 13,       220,                       588,                    10.0,         19,           403,            3636,                        474,                    13.036303630363037 , -114           ,   80.61224489795919 ,                8
Random       ,               2.0,    440, CSG-f1   ,                 252,                  230,                 22,       440,                       409,                    10.0,         19,           403,            3636,                        371,                    10.203520352035204 , -38            ,   90.70904645476773 ,                3
Random       ,               2.0,    440, CSG-f2   ,                 244,                  222,                 22,       438,                       366,                    10.0,         19,           403,            3636,                        322,                     8.855885588558856 , -44            ,   87.97814207650273 ,                2
Random       ,               2.0,    440, CGG      ,                 285,                  254,                 31,       440,                       882,                    10.0,         19,           403,            3636,                        702,                    19.306930693069308 , -180           ,   79.59183673469387 ,                8
Random       ,               5.0,   1100, CSG-f1   ,                 487,                  440,                 47,      1099,                      1354,                    10.0,         19,           403,            3636,                       1012,                    27.83278327832783  , -342           ,   74.74150664697193 ,               12
Random       ,               5.0,   1100, CSG-f2   ,                 533,                  483,                 50,      1099,                      1553,                    10.0,         19,           403,            3636,                       1178,                    32.3982398239824   , -375           ,   75.85318737926595 ,               23
Random       ,               5.0,   1100, CGG      ,                 619,                  555,                 64,      1099,                      2519,                    10.0,         19,           403,            3636,                       1203,                    33.085808580858085 , -1316          ,   47.75704644700278 ,                8
Random       ,              10.0,   2201, CSG-f1   ,                 869,                  782,                 87,      2196,                      2883,                    10.0,         19,           403,            3636,                       2660,                    73.15731573157316  , -223           ,   92.26500173430455 ,               17
Random       ,              10.0,   2201, CSG-f2   ,                 979,                  887,                 92,      2201,                      3095,                    10.0,         19,           403,            3636,                       2715,                    74.66996699669967  , -380           ,   87.7221324717286  ,               16
Random       ,              10.0,   2201, CGG      ,                 926,                  832,                 94,      2011,                      4039,                    10.0,         19,           403,            3636,                       1959,                    53.87788778877888  , -2080          ,   48.502104481307256,               20
Random       ,              20.0,   4402, CSG-f1   ,                1495,                 1344,                151,      4399,                      4012,                    10.0,         19,           403,            3636,                       3599,                    98.982398239824    , -413           ,   89.70588235294117 ,                7
Random       ,              20.0,   4402, CSG-f2   ,                1620,                 1455,                165,      4399,                      3963,                    10.0,         19,           403,            3636,                       3559,                    97.88228822882287  , -404           ,   89.80570275044158 ,                6
Random       ,              20.0,   4402, CGG      ,                 926,                  832,                 94,      2011,                      4039,                    10.0,         19,           403,            3636,                       1959,                    53.87788778877888  , -2080          ,   48.502104481307256,               20
Degree       ,               1.0,    892, CSG-f1   ,                 117,                  107,                 10,       888,                       158,                    10.0,         19,           403,            3636,                        159,                     4.372937293729374 , 1              ,  100.63291139240506 ,                5
Degree       ,               1.0,    892, CSG-f2   ,                 209,                  188,                 21,       888,                       211,                    10.0,         19,           403,            3636,                        198,                     5.445544554455446 , -13            ,   93.8388625592417  ,                3
Degree       ,               1.0,    892, CGG      ,                 442,                  396,                 46,       891,                       555,                    10.0,         19,           403,            3636,                        469,                    12.898789878987898 , -86            ,   84.50450450450451 ,                2
Degree       ,               2.0,   1784, CSG-f1   ,                 177,                  157,                 20,      1766,                       368,                    10.0,         19,           403,            3636,                        340,                     9.350935093509351 , -28            ,   92.3913043478261  ,                6
Degree       ,               2.0,   1784, CSG-f2   ,                 261,                  237,                 24,      1781,                       264,                    10.0,         19,           403,            3636,                        248,                     6.820682068206821 , -16            ,   93.93939393939394 ,                3
Degree       ,               2.0,   1784, CGG      ,                 668,                  597,                 71,      1783,                       899,                    10.0,         19,           403,            3636,                        738,                    20.2970297029703   , -161           ,   82.09121245828699 ,                6
Degree       ,               5.0,   4462, CSG-f1   ,                 287,                  251,                 36,      4462,                       480,                    10.0,         19,           403,            3636,                        438,                    12.046204620462046 , -42            ,   91.25             ,                6
Degree       ,               5.0,   4462, CSG-f2   ,                 408,                  368,                 40,      4426,                       412,                    10.0,         19,           403,            3636,                        378,                    10.396039603960396 , -34            ,   91.74757281553399 ,                3
Degree       ,               5.0,   4462, CGG      ,                1100,                  987,                113,      4456,                      1411,                    10.0,         19,           403,            3636,                       1205,                    33.140814081408145 , -206           ,   85.4004252303331  ,               10
Degree       ,              10.0,   8924, CSG-f1   ,                 448,                  395,                 53,      8910,                       650,                    10.0,         19,           403,            3636,                        592,                    16.28162816281628  , -58            ,   91.07692307692308 ,                6
Degree       ,              10.0,   8924, CSG-f2   ,                 613,                  559,                 54,      8915,                       617,                    10.0,         19,           403,            3636,                        570,                    15.676567656765677 , -47            ,   92.38249594813614 ,                3
